ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,humidity,humidity_lower,humidity_upper,humidity_lag1,humidity_lag1_lower,humidity_lag1_upper,temp_rolling3,temp_rolling3_lower,temp_rolling3_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-11,15.10989542836414,13.26962260295045,13.8768125550842,15.10989542836414,15.10989542836414,-1.5361678506292038,-1.5361678506292038,-1.5361678506292038,-1.473040986587944,-1.473040986587944,-1.473040986587944,-0.03980343178996133,-0.03980343178996133,-0.03980343178996133,5.7753732509803635e-05,5.7753732509803635e-05,5.7753732509803635e-05,-1.4332953085304923,-1.4332953085304923,-1.4332953085304923,-0.06312686404125992,-0.06312686404125992,-0.06312686404125992,0.0,0.0,0.0,13.573727577734937
2023-01-12,15.110115893686688,13.816631945284653,14.44034377842529,15.110115893686688,15.110115893686688,-0.9883763882197737,-0.9883763882197737,-0.9883763882197737,-0.9418285227758016,-0.9418285227758016,-0.9418285227758016,0.11423286423713232,0.11423286423713232,0.11423286423713232,-0.00042316137850337266,-0.00042316137850337266,-0.00042316137850337266,-1.0556382256344305,-1.0556382256344305,-1.0556382256344305,-0.0465478654439722,-0.0465478654439722,-0.0465478654439722,0.0,0.0,0.0,14.121739505466914
2023-01-13,15.110336359009239,14.197397094424867,14.837735492193929,15.110336359009239,15.110336359009239,-0.6049636637859086,-0.6049636637859086,-0.6049636637859086,-0.6446244647622414,-0.6446244647622414,-0.6446244647622414,0.005280362169187931,0.005280362169187931,0.005280362169187931,0.00121996525079165,0.00121996525079165,0.00121996525079165,-0.6511247921822211,-0.6511247921822211,-0.6511247921822211,0.039660800976332976,0.039660800976332976,0.039660800976332976,0.0,0.0,0.0,14.505372695223329
2023-01-14,15.11055682433179,14.411724523602043,15.050683647263018,15.11055682433179,15.11055682433179,-0.3885281764574942,-0.3885281764574942,-0.3885281764574942,-0.39409988399991286,-0.39409988399991286,-0.39409988399991286,-0.045438906034855224,-0.045438906034855224,-0.045438906034855224,5.7753732509803635e-05,5.7753732509803635e-05,5.7753732509803635e-05,-0.34871873169756745,-0.34871873169756745,-0.34871873169756745,0.005571707542418657,0.005571707542418657,0.005571707542418657,0.0,0.0,0.0,14.722028647874295
2023-01-15,15.110777287633377,14.426658179597137,15.0759268799178,15.110777287633377,15.110777287633377,-0.3371629040454442,-0.3371629040454442,-0.3371629040454442,-0.2808278026365576,-0.2808278026365576,-0.2808278026365576,0.05224264754330192,0.05224264754330192,0.05224264754330192,-0.0004832757673800221,-0.0004832757673800221,-0.0004832757673800221,-0.3325871744124795,-0.3325871744124795,-0.3325871744124795,-0.05633510140888658,-0.05633510140888658,-0.05633510140888658,0.0,0.0,0.0,14.773614383587933
2023-01-16,15.110997750934965,14.629858614013903,15.270118403511448,15.110997750934965,15.110997750934965,-0.1831145195888567,-0.1831145195888567,-0.1831145195888567,-0.2550859243391074,-0.2550859243391074,-0.2550859243391074,0.03345773339365632,0.03345773339365632,0.03345773339365632,0.0005587069731485308,0.0005587069731485308,0.0005587069731485308,-0.28910236470591216,-0.28910236470591216,-0.28910236470591216,0.07197140475025066,0.07197140475025066,0.07197140475025066,0.0,0.0,0.0,14.927883231346108
2023-01-17,15.111218214236555,14.535353563981753,15.170042111304138,15.111218214236555,15.111218214236555,-0.26390111996132765,-0.26390111996132765,-0.26390111996132765,-0.3127070375860203,-0.3127070375860203,-0.3127070375860203,-0.0529528716947133,-0.0529528716947133,-0.0529528716947133,0.0003583256768930399,0.0003583256768930399,0.0003583256768930399,-0.2601124915682001,-0.2601124915682001,-0.2601124915682001,0.04880591762469269,0.04880591762469269,0.04880591762469269,0.0,0.0,0.0,14.847317094275228
2023-01-18,15.111438677538146,14.632985312280558,15.240951108773418,15.111438677538146,15.111438677538146,-0.16683087718680148,-0.16683087718680148,-0.16683087718680148,-0.1037040131454576,-0.1037040131454576,-0.1037040131454576,0.05036415612833746,0.05036415612833746,0.05036415612833746,-0.0005634282858822168,-0.0005634282858822168,-0.0005634282858822168,-0.15350474098791284,-0.15350474098791284,-0.15350474098791284,-0.06312686404134388,-0.06312686404134388,-0.06312686404134388,0.0,0.0,0.0,14.944607800351344
2023-01-19,15.111659140839734,14.465704359659041,15.09220190457694,15.111659140839734,15.111659140839734,-0.3130383331530496,-0.3130383331530496,-0.3130383331530496,-0.2664904677090819,-0.2664904677090819,-0.2664904677090819,-0.07549476867428807,-0.07549476867428807,-0.07549476867428807,0.0005386688435229829,0.0005386688435229829,0.0005386688435229829,-0.19153436787831682,-0.19153436787831682,-0.19153436787831682,-0.04654786544396768,-0.04654786544396768,-0.04654786544396768,0.0,0.0,0.0,14.798620807686685
2023-01-20,15.111879604141322,14.689132902637791,15.332507421909673,15.111879604141322,15.111879604141322,-0.10512448422906161,-0.10512448422906161,-0.10512448422906161,-0.14478528520539777,-0.14478528520539777,-0.14478528520539777,0.07290605310791223,0.07290605310791223,0.07290605310791223,-0.0008038858413888065,-0.0008038858413888065,-0.0008038858413888065,-0.2168874524719212,-0.2168874524719212,-0.2168874524719212,0.03966080097633617,0.03966080097633617,0.03966080097633617,0.0,0.0,0.0,15.00675511991226
